np_node_id,type,np_data_id,selected,parent_id,branch_level,child_id,np_tag_id,np_palette_id,np_ch_in_id,np_ch_out_id,ch_sync_time,np_palette_id_alt,np_color_id_alt,aux_a_x,aux_a_y,aux_a_z,aux_b_x,aux_b_y,aux_b_z,color_alpha_alt,rotate_vec_x,rotate_vec_y,rotate_vec_z,rotate_vec_s,scale_x,scale_y,scale_z,translate_x,translate_y,translate_z,tag_offset_x,tag_offset_y,tag_offset_z,rotate_rate_x,rotate_rate_y,rotate_rate_z,rotate_x,rotate_y,rotate_z,scale_rate_x,scale_rate_y,scale_rate_z,translate_rate_x,translate_rate_y,translate_rate_z,translate_vec_x,translate_vec_y,translate_vec_z,np_material_id,np_geometry_id,line_width,point_size,ratio,np_color_id,color_r,color_g,color_b,color_a,color_fade,np_texture_id,hide,freeze,np_topo_id,subspace,auto_zoom_x,auto_zoom_y,auto_zoom_z,trigger_hi_x,trigger_hi_y,trigger_hi_z,trigger_lo_x,trigger_lo_y,trigger_lo_z,set_hi_x,set_hi_y,set_hi_z,set_lo_x,set_lo_y,set_lo_z,proximity_x,proximity_y,proximity_z,proximity_mode_x,proximity_mode_y,proximity_mode_z,segments_x,segments_y,segments_z,tag_mode,np_format_id,np_table_id,record_id,size
38,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,1.1964865231167463,-80.21338,26.14036,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,4,0,0,0,58,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,2,420
39,7,39,0,25,1,38,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,4,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,1,420
40,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,-85.26836750000001,33.5627875,-10.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,0,0,0,0,84,0,15,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,3,420
41,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,0.22873565528793277,-83.6324,32.84069,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,84,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,3,420
42,7,39,0,40,1,41,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,2,420
43,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,0.10029955134495867,-86.74833,34.69926,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,84,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,3,420
44,7,39,0,40,1,43,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,2,420
45,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,0.8122314940951256,-82.7983,35.20215,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,84,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,3,420
46,7,39,0,40,1,45,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,2,420
47,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,0.4587591960931138,-87.89444,31.50905,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,84,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,3,420
48,7,39,0,40,1,47,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,2,420
49,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,-15.787448533333334,48.815647766666665,-10.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,0,0,0,0,255,0,15,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,4,420
50,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,0.2668707552355634,-82.34958,36.19539,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,4,420
51,7,39,0,49,1,50,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,3,420
52,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,4.47213595499958,-2.9262307,51.105097,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,4,420
53,7,39,0,49,1,52,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,3,420
54,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,4.47213595499958,-1.9927105,51.3491996,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,4,420
55,7,39,0,49,1,54,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,3,420
56,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,3.3678212541641814,-2.59665,51.45523,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,4,420
